FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
luncheon meat pork and chicken,196.0,15.23,13.9,1.35,1.26,0.0,0.0,0.283,0.61,38.5,0.24,4.0,3.45,0.21,0.18,39.0,0.1,1.4,18.0,0.0,109.0,27.0,2.2
luncheon meat pork with ham,315.0,13.4,26.6,4.6,0.0,0.0,0.0,0.218,0.45,0.0,0.42,3.0,3.53,0.176,0.317,0.0,0.051,0.64,14.0,0.0,151.0,22.9,1.59
luncheon sausage pork and beef,260.0,15.38,20.9,1.58,0.0,0.0,0.0,0.2,1.96,0.0,0.0,3.0,3.527,0.195,0.217,13.0,0.08,1.43,14.0,0.042,122.0,15.4,2.45
luxury loaf pork,141.0,18.4,4.8,4.9,0.0,0.0,0.0,0.31,1.37,0.0,0.0,2.0,3.482,0.297,0.707,36.0,0.1,1.05,20.0,0.041,185.0,21.5,3.05
macaroni and cheese loaf chicken,228.0,11.76,14.96,11.63,0.0,0.0,0.0,0.329,0.68,16.7,0.0,33.0,2.84,0.249,0.237,122.0,0.11,1.2,27.0,0.277,173.0,23.0,1.51
meatballs frozen,286.0,14.4,22.21,8.06,3.47,2.3,22.0,0.202,1.0,0.0,0.42,0.0,3.108,0.23,0.136,80.0,0.123,1.77,31.0,0.282,239.0,15.3,1.66
mortadella beef,311.0,16.37,25.39,3.05,0.0,0.0,0.0,0.13,1.48,0.0,0.22,3.0,2.673,0.153,0.119,18.0,0.06,1.4,11.0,0.03,97.0,22.6,2.1
mother's loaf pork,282.0,12.07,22.3,7.53,0.0,0.0,0.0,0.18,1.05,1.0,0.0,8.0,3.123,0.17,0.55,43.0,0.09,1.32,16.0,0.066,129.0,35.1,1.43
new england brand sausage pork,161.0,17.27,7.58,4.83,0.0,0.0,0.0,0.36,1.34,0.0,0.0,7.0,3.478,0.248,0.64,7.0,0.1,0.94,16.0,0.036,136.0,19.2,2.7
oscar mayer bologna beef light,200.0,11.75,14.5,5.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.21,1.22,14.0,0.0,178.0,0.0,1.91
oscar mayer bologna beef,316.0,11.05,29.1,2.45,1.4,0.0,0.0,0.17,1.43,0.0,0.0,13.0,2.42,0.11,0.05,12.0,0.11,1.36,14.0,0.0,109.0,0.0,2.03
oscar mayer bologna chicken,318.0,10.9,29.4,2.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.2,1.78,21.0,0.0,199.0,0.0,1.42
oscar mayer bologna fat free,79.0,12.6,0.6,6.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.92,22.0,0.0,154.0,0.0,1.14
oscar mayer bologna light pork,202.0,11.5,14.75,5.7,2.6,0.0,0.0,0.163,0.29,0.0,0.0,18.0,3.072,0.097,0.159,50.0,0.2,1.39,20.0,0.155,185.0,5.6,1.61
oscar mayer braunschweiger liver sausage saren tube,341.0,14.2,30.6,2.3,0.7,0.1,0.0,0.34,18.52,9.0,0.0,61.0,8.28,1.55,0.23,9.0,0.4,9.74,12.0,0.09,194.0,0.0,3.16
oscar mayer braunschweiger liver sausage sliced,332.0,14.25,29.35,2.6,1.2,0.2,4723.0,0.33,18.78,9.0,0.0,47.0,9.19,1.6,0.23,9.0,0.5,10.51,14.0,0.148,199.0,0.0,3.4
oscar mayer chicken breast honey glazed,109.0,19.85,1.5,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.17,1.13,36.0,0.0,289.0,0.0,0.7
oscar mayer chicken breast oven roasted,85.0,18.3,0.6,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.23,1.33,36.0,0.0,256.0,0.0,0.6
oscar mayer ham 40% ham water product,72.0,14.6,0.7,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2,0.91,27.0,0.0,197.0,0.0,1.57
oscar mayer ham chopped with natural juice,180.0,16.3,11.15,3.65,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.24,1.3,23.0,0.0,219.0,0.0,2.25
oscar mayer ham water added,104.5,16.550000000000004,3.58,1.5575,1.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.2375,1.3575000000000002,31.0,0.0,241.0,0.0,1.8875000000000002
oscar mayer ham and cheese loaf,234.0,13.85,18.2,3.75,3.3,0.0,0.0,0.25,0.76,0.0,0.0,3.0,3.48,0.19,0.58,67.0,0.12,0.86,19.0,0.018,270.0,0.0,1.81
oscar mayer head cheese,185.0,15.7,13.5,0.0,0.0,0.0,0.0,0.13,0.95,0.0,0.0,1.0,0.97,0.17,0.04,21.0,0.2,1.63,11.0,0.0,63.0,0.0,1.19
oscar mayer luncheon loaf spiced,234.0,13.5,16.9,7.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,2.31,1.35,24.0,0.0,195.0,0.0,1.95
oscar mayer old fashioned loaf,231.0,13.1,16.3,8.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.14,1.32,23.0,0.0,208.0,0.0,1.87
oscar mayer olive loaf chicken,263.0,9.9,21.8,6.9,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.22,1.74,27.0,0.0,132.0,0.0,1.05
oscar mayer pickle pimiento loaf with chicken,269.0,9.6,21.6,9.1,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.28,2.17,29.0,0.0,150.0,0.0,1.18
oscar mayer pork sausage links cooked,343.0,16.3,30.5,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.32,1.72,18.0,0.0,158.0,0.0,2.6
oscar mayer salami genoa,388.0,20.7,33.3,1.2,0.2,0.0,0.0,0.34,1.32,0.0,0.0,0.0,4.27,0.3,0.62,20.0,0.25,1.86,23.0,0.043,202.0,0.0,3.36
oscar mayer salami for beer,225.0,13.5,18.2,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.24,1.18,18.0,0.0,231.0,0.0,2.04
oscar mayer salami hard,368.0,25.9,28.7,1.6,0.2,0.0,5.0,0.44,1.88,0.0,0.0,3.0,5.05,0.26,0.57,12.0,0.19,1.83,21.0,0.039,180.0,0.0,3.16
oscar mayer salami beef cotto,206.0,14.2,15.7,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.23,2.71,17.0,0.0,224.0,0.0,2.09
oscar mayer salami cotto beef,245.0,13.4,20.3,2.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.42,2.89,29.0,0.0,247.0,0.0,1.97
oscar mayer sandwich spread pork,237.0,6.5,16.6,15.4,7.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.18,0.8,12.0,0.0,69.0,0.0,0.88
oscar mayer smokie links sausage,302.0,12.4,27.3,1.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.25,1.17,17.0,0.0,240.0,0.0,2.09
oscar mayer smokies beef,296.0,12.25,26.65,1.95,1.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.2,1.75,15.0,0.0,230.0,0.0,2.96
oscar mayer smokies cheese,303.0,12.9,27.1,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.2,1.07,16.0,0.0,288.0,0.0,1.96
oscar mayer smokies sausage little pork,301.0,12.4,27.1,1.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2,1.18,17.0,0.0,212.0,0.0,1.97
oscar mayer smokies sausage little cheese pork,315.0,13.5,28.2,1.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.3,1.24,21.0,0.0,248.0,0.0,2.04
oscar mayer summer sausage beef thuringer cervelat,309.0,14.6,27.0,1.9,1.1,0.0,0.0,0.26,5.5,0.0,0.0,5.0,4.31,0.33,0.15,8.0,0.19,2.49,15.0,0.032,121.0,0.0,2.34
oscar mayer summer sausage thuringer cervalat,304.0,14.9,26.7,0.9,0.5,0.0,0.0,0.3,3.76,0.0,0.0,5.0,4.39,0.29,0.23,9.0,0.17,2.24,15.0,0.031,130.0,0.0,2.13
oscar mayer turkey breast smoked,80.0,14.9,0.6,3.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.26,0.77,30.0,0.0,243.0,0.0,0.85
oscar mayer wieners beef franks,198.33333333333334,11.666666666666666,15.166666666666666,3.9499999999999997,2.5666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,18.0,0.17333333333333334,1.6900000000000002,17.333333333333332,0.0,132.66666666666666,0.0,2.2533333333333334
oscar mayer wieners beef franks,329.0,11.35,30.26,2.78,1.6,0.0,0.0,0.072,1.63,0.0,0.0,6.0,2.292,0.1,0.034,10.0,0.14,1.34,13.0,0.02,140.0,11.5,2.19
oscar mayer wieners cheese hot dogs with turkey,318.0,12.0,28.7,2.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.18,1.48,25.0,0.0,215.0,0.0,1.84
oscar mayer wieners fat free hot dogs,73.0,12.6,0.6,4.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.22,0.92,21.0,0.0,162.0,0.0,1.19
oscar mayer wieners light pork,194.0,12.1,14.9,2.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.2,1.28,17.0,0.0,169.0,0.0,1.77
oscar mayer wieners pork,327.0,10.95,29.9,2.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.26,1.16,17.0,0.0,137.0,0.0,1.72
oscar mayer wieners little pork,311.0,10.9,28.7,2.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.11,1.02,13.0,0.0,97.0,0.0,1.84
olive loaf pork,235.0,11.8,16.5,9.2,0.0,0.0,60.0,0.23,1.26,0.0,0.25,2.0,1.835,0.26,0.295,109.0,0.05,0.54,19.0,0.035,127.0,16.4,1.38
pastrami beef,95.0,19.6,1.16,1.54,0.0,0.0,0.0,0.18,1.76,34.6,0.0,7.0,5.065,0.17,0.095,9.0,0.079,2.78,18.0,0.013,150.0,10.4,4.26
pastrami turkey,139.0,16.3,6.21,3.34,3.34,0.1,4.0,0.27,0.24,8.1,0.22,5.0,3.527,0.25,0.055,11.0,0.05,4.2,14.0,0.013,200.0,16.1,2.16
pate chicken liver,201.0,13.45,13.1,6.55,0.0,0.0,217.0,0.26,8.07,10.0,0.98,321.0,7.517,1.401,0.052,10.0,0.18,9.19,13.0,0.162,175.0,46.1,2.14
pate goose liver,462.0,11.4,43.84,4.67,0.0,0.0,1001.0,0.06,9.4,0.0,0.0,60.0,2.51,0.299,0.088,70.0,0.4,5.5,13.0,0.12,200.0,44.0,0.92
pate liver,319.0,14.2,28.0,1.5,0.0,0.0,991.0,0.06,3.2,2.0,0.0,60.0,3.3,0.6,0.03,70.0,0.4,5.5,13.0,0.12,200.0,41.6,2.85
pate truffle flavor,327.0,11.2,28.5,6.3,0.0,0.0,4505.0,0.06,3.2,2.0,0.0,60.0,3.3,0.6,0.03,70.0,0.4,3.94,13.0,0.12,200.0,41.6,2.85
peppered loaf pork,149.0,17.3,6.37,4.53,4.61,0.0,0.0,0.27,1.96,0.0,0.22,2.0,3.08,0.3,0.38,54.0,0.12,1.07,20.0,0.06,170.0,11.3,3.23
pepperoni pork,494.0,22.9,43.5,0.0,0.0,0.0,0.0,0.353,1.73,0.7,0.0,5.0,4.64,0.316,0.355,22.0,0.112,1.62,21.0,0.595,177.0,35.0,2.5
pickle and pimiento loaf pork,225.0,11.23,15.95,8.46,8.46,1.5,78.0,0.418,0.54,7.8,0.4,37.0,2.486,0.115,0.392,109.0,0.105,1.33,34.0,0.111,153.0,7.9,1.68
picnic loaf pork,232.0,14.92,16.64,4.76,0.0,0.0,0.0,0.3,1.5,0.0,0.0,2.0,2.306,0.242,0.374,47.0,0.07,1.02,15.0,0.028,125.0,35.7,2.18
polish sausage pork,326.0,14.1,28.72,1.63,0.0,0.0,0.0,0.19,0.98,1.0,0.0,2.0,3.443,0.148,0.502,12.0,0.09,1.44,14.0,0.049,136.0,17.7,1.93
pork and beef sausage fresh,396.0,13.8,36.25,2.7,0.0,0.0,0.0,0.05,0.43,0.0,0.22,2.0,3.367,0.147,0.357,10.0,0.04,1.13,12.0,0.037,107.0,14.4,1.87
pork and turkey sausage pre cooked,342.0,12.05,30.64,3.63,0.0,0.0,21.0,0.124,0.58,0.7,0.52,10.0,2.73,0.099,0.089,74.0,0.113,1.3,25.0,0.239,136.0,0.0,1.34
pork sausage link patty,320.8333333333333,16.694999999999997,27.968333333333334,0.6683333333333333,0.5283333333333333,0.0,25.5,0.19999999999999998,0.9383333333333334,0.0,0.9383333333333331,1.1666666666666667,5.623,0.17683333333333331,0.27466666666666667,14.0,0.0765,1.2433333333333334,16.333333333333332,0.042166666666666665,162.83333333333334,22.333333333333332,2.1750000000000003
pork sausage rice links brown and serve,407.0,13.7,37.63,2.36,0.0,0.0,0.0,0.2,1.3,0.0,0.22,6.0,3.35,0.12,0.48,15.0,0.066,1.12,14.0,0.079,116.0,16.6,1.45
roast beef deli style,115.0,18.62,3.69,0.64,0.29,0.0,3.0,0.46,2.04,0.0,0.49,5.0,5.581,0.213,0.043,5.0,0.086,2.05,20.0,0.015,242.0,14.7,3.2
salami italian,387.5,21.75,31.7,3.8000000000000003,0.6,0.0,0.0,0.525,2.3499999999999996,0.0,0.0,2.0,5.233499999999999,0.3075,0.765,9.0,0.12,1.5150000000000001,19.5,0.054000000000000006,185.5,25.75,3.715
salami cooked,256.3333333333333,17.883333333333336,19.10333333333333,1.95,1.1933333333333334,0.03333333333333333,0.6666666666666666,0.35533333333333333,1.8566666666666667,0.0,0.21666666666666667,5.0,4.423333333333333,0.283,0.29866666666666664,20.333333333333332,0.24566666666666662,1.67,18.0,0.34800000000000003,220.66666666666666,24.099999999999998,2.34
salami dry or hard,392.5,21.825,32.685,1.1600000000000001,0.13,0.0,5.5,0.49550000000000005,1.9749999999999999,0.0,0.32,1.0,5.8525,0.263,0.658,18.5,0.128,1.33,21.0,0.509,210.5,29.5,3.435
salami pork,396.0,15.01,30.5,15.38,6.21,0.2,4.0,0.489,1.76,0.7,0.0,8.0,4.803,0.336,0.738,94.0,0.088,1.55,31.0,0.057,272.0,14.6,3.08
sandwich spread pork,235.0,7.66,17.34,11.94,0.0,0.2,26.0,0.12,1.12,0.0,1.74,2.0,1.73,0.134,0.172,12.0,0.13,0.79,8.0,0.026,59.0,9.7,1.02
sausage berliner,230.0,15.27,17.2,2.59,2.35,0.0,0.0,0.2,2.67,0.0,0.0,5.0,3.11,0.213,0.38,12.0,0.08,1.15,15.0,0.041,130.0,14.1,2.47
sausage italian,249.25,16.1375,18.9525,2.9175,1.0150000000000001,0.25,13.25,0.2995,0.92,8.174999999999999,0.0625,6.25,3.2065,0.17475000000000002,0.35849999999999993,21.25,0.07775,3.3499999999999996,17.25,0.03275,150.0,19.95,1.9574999999999998
sausage polish,280.0,14.835,22.979999999999997,2.79,0.0,0.0,0.0,0.18,1.245,0.0,0.0,3.0,3.335,0.159,0.381,9.5,0.075,0.94,13.0,0.043,121.5,15.399999999999999,2.02
sausage vienna,230.0,10.5,19.4,2.6,0.0,0.0,0.0,0.12,1.02,0.0,0.22,4.0,1.613,0.107,0.087,10.0,0.03,0.88,7.0,0.0,49.0,16.9,1.6
sausage chicken,216.0,13.6,14.3,8.1,1.9,0.0,0.0,0.213,1.6,0.0,0.0,6.0,1.847,0.166,0.09,100.0,0.063,4.8,14.0,0.015,132.0,20.2,2.68
sausage chicken and beef,295.0,18.5,24.0,0.0,0.0,0.0,31.0,0.17,0.38,0.0,0.5,4.0,4.06,0.12,0.04,11.0,0.051,1.08,14.0,0.0,111.0,14.5,1.73
sausage pork and beef,296.0,12.89,25.84,2.13,0.11,0.0,0.0,0.13,1.73,0.0,0.0,3.0,2.9,0.16,0.249,57.0,0.07,0.73,13.0,0.032,178.0,7.5,2.25
sausage smoked link sausage,320.0,12.0,28.73,2.42,0.0,0.0,13.0,0.163,0.58,0.0,0.13,2.0,2.94,0.106,0.192,12.0,0.077,0.75,13.0,0.048,121.0,0.0,1.26
sausage summer,426.0,19.43,37.91,1.82,0.12,0.2,225.0,0.13,1.73,0.0,0.0,7.0,2.9,0.16,0.249,81.0,0.07,2.26,13.0,0.032,178.0,7.5,2.25
sausage turkey,196.5,15.235,13.42,3.1050000000000004,1.6,0.45,21.5,0.2945,0.61,15.45,0.14,6.0,3.6835,0.16899999999999998,0.0625,26.5,0.111,5.335,20.5,0.0,170.0,11.1,2.5549999999999997
scrapple pork,213.0,8.06,13.87,14.06,0.2,0.3,626.0,0.12,0.31,2.5,0.15,5.0,2.273,0.287,0.116,7.0,0.212,1.89,13.0,0.0,76.0,17.4,1.06
smoked link sausage pork,309.0,11.98,28.23,0.94,0.94,0.0,0.0,0.179,0.66,0.0,0.25,1.0,2.807,0.18,0.212,11.0,0.176,0.59,11.0,0.011,157.0,18.3,1.31
smoked link sausage pork and beef,290.5,13.625,24.52,2.94,1.5,0.0,0.0,0.155,1.445,1.6,0.11,2.0,2.773,0.195,0.214,53.5,0.09,1.455,14.5,0.045,123.5,14.9,1.98
swisswurst pork and beef,307.0,12.69,27.37,1.6,0.0,0.0,100.0,0.13,1.73,0.0,0.0,3.0,2.9,0.16,0.249,74.0,0.07,0.72,13.0,0.032,178.0,7.5,2.25
thuringer cervelat,362.0,17.45,30.43,3.33,0.85,0.0,0.0,0.26,5.5,16.6,0.22,2.0,4.31,0.33,0.15,9.0,0.15,2.04,14.0,0.0,111.0,20.3,2.56
turkey breast,95.0,20.9,0.69,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turkey pork,171.0,13.3,9.65,7.069999999999999,0.0,0.3,0.5,0.185,0.36,0.95,0.16999999999999998,5.0,2.42,0.11499999999999999,0.155,14.0,0.0975,1.6600000000000001,16.5,0.0,108.0,26.200000000000003,1.69
turkey white,112.0,13.5,3.0,7.7,4.0,0.4,2.0,0.294,0.22,10.0,0.0,4.0,5.159,0.114,0.033,16.0,0.039,2.2,20.0,0.02,158.0,29.9,2.1
turkey and pork sausage fresh,307.0,22.7,23.0,0.7,0.0,0.0,0.0,0.34,1.26,1.1,0.39,4.0,4.22,0.25,0.51,32.0,0.148,1.62,19.0,0.0,191.0,21.0,3.17
turkey bacon microwaved,368.0,29.5,25.87,4.24,4.24,0.0,19.0,0.374,1.88,0.0,0.14,15.0,8.102,0.398,0.049,163.0,0.118,2.63,30.0,0.034,416.0,28.5,4.71
turkey bacon unprepared,224.0,15.94,16.93,2.35,0.0,0.0,10.0,0.244,1.19,0.0,0.11,0.0,4.032,0.237,0.03,80.0,0.068,1.4,16.0,0.019,222.0,15.8,2.54
turkey breast low salt,116.0,21.81,0.83,3.51,3.51,0.5,10.0,0.128,0.09,5.7,0.09,4.0,0.11,0.32,0.13,8.0,0.057,0.63,21.0,0.018,162.0,22.8,1.33
turkey breast sliced,102.0,16.7,2.015,3.275,3.3949999999999996,0.25,5.0,0.269,0.22999999999999998,2.85,0.11,4.0,3.6300000000000003,0.23249999999999998,0.084,7.5,0.0405,0.89,20.5,0.015,198.0,17.9,1.065
turkey ham cured turkey thigh meat,126.0,17.5,4.84,2.04,1.43,0.2,7.0,0.209,0.23,8.9,0.64,7.0,2.118,0.149,0.03,8.0,0.25,2.34,22.0,0.02,294.0,32.2,2.59
turkey ham sliced,124.0,19.6,3.8,2.93,0.0,0.0,0.0,0.23,0.26,0.0,0.39,6.0,3.53,0.25,0.05,5.0,0.11,1.35,20.0,0.0,304.0,37.0,2.36
turkey roll light and dark meat,149.0,18.14,6.99,2.12,0.0,0.0,0.0,0.27,0.23,0.0,0.34,5.0,4.8,0.284,0.091,32.0,0.07,1.35,18.0,0.013,168.0,29.2,2.0
turkey sausage fresh,175.5,21.34,9.26,0.235,0.0,0.0,13.0,0.3765,1.2650000000000001,1.5,0.155,5.5,5.16,0.2445,0.0805,20.5,0.11549999999999999,1.33,20.0,0.0225,189.5,0.0,3.4699999999999998
turkey sausage reduced fat,204.0,17.0,10.3,10.92,0.0,0.3,2.0,0.234,0.28,0.0,0.0,23.0,2.137,0.151,0.066,31.0,0.149,1.8,21.0,0.221,164.0,20.8,2.31
usda commodity luncheon meat,189.0,17.5,12.77,1.04,0.0,0.0,0.0,0.272,0.92,0.0,0.16,0.0,5.225,0.213,0.128,5.0,0.03,0.97,18.0,0.037,170.0,38.3,2.15
usda commodity pork,267.0,19.76,20.26,0.0,0.0,0.0,15.0,0.28,0.89,0.0,0.0,1.0,2.796,0.241,0.732,9.0,0.104,1.15,19.0,0.053,190.0,21.7,2.84
usda commodity pork sausage,231.0,14.95,18.56,0.0,0.0,0.0,12.0,0.234,0.84,0.0,0.0,3.0,2.619,0.223,0.688,9.0,0.047,0.99,17.0,0.018,162.0,21.7,2.39
yachtwurst with pistachio nuts,268.0,14.8,22.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
breakfast bar corn flake crust with fruit,377.0,4.4,7.5,72.9,35.1,2.1,608.0,1.4,0.0,0.0,0.76,174.0,13.5,1.1,1.0,41.0,0.1,4.86,27.0,0.0,103.0,15.0,4.1
breakfast bars oats,464.0,9.8,17.6,66.7,27.52,3.1,8.0,0.35,0.0,1.0,0.82,81.0,1.75,0.11,0.28,60.0,0.36,3.18,101.0,0.0,277.0,16.0,1.6
cheese puffs and twists corn based,432.0,8.5,12.1,72.35,7.29,10.7,44.0,0.71,2.14,21.4,4.25,97.0,7.14,0.61,0.54,357.0,0.085,1.28,41.0,0.0,357.0,9.6,2.14
formulated bar luna bar,403.0,20.75,12.19,52.49,16.9,4.3,374.0,2.4,6.4,68.0,8.4,1773.0,37.1,3.0,0.12,886.0,1.41,14.2,329.0,2.59,785.0,62.5,9.72
formulated bar mars snackfood us,376.5,18.55875,11.238749999999998,52.70375000000001,29.090000000000003,6.9750000000000005,89.25,3.2025,9.44,161.38750000000002,19.31625,1034.0,29.184375,1.937,1.7089999999999999,901.0,0.235125,10.1625,204.5,0.2975,288.25,1.05,7.873750000000001
formulated bar power bar,363.0,14.15,3.11,69.63,30.07,5.7,0.0,2.2,5.6,92.3,8.28,1046.0,32.6,1.92,8.06,504.0,1.43,11.7,248.0,1.61,614.0,7.8,9.96
formulated bar slim fast optima meal bar,386.0,16.19,8.92,60.21,25.0,5.1,940.0,2.1,7.9,96.6,6.0,725.0,21.2,1.9,1.7,668.0,0.284,4.98,250.0,0.743,673.0,46.7,5.73
formulated bar zone perfect classic crunch bar,422.0,30.0,14.0,45.0,27.0,2.0,1050.0,2.0,4.2,120.0,24.0,272.0,20.0,1.7,0.75,200.0,0.774,3.6,80.0,0.846,300.0,3.9,7.5
formulated bar high fiber,350.0,5.0,10.0,69.78,25.0,22.5,0.0,0.963,0.0,1.2,1.47,43.0,7.903,0.091,0.688,250.0,0.262,0.9,190.0,3.407,419.0,8.9,1.96
granola bar soft,536.0,9.6,31.2,54.1,23.63,3.8,8.0,0.11,0.46,0.6,4.59,25.0,3.29,0.21,0.1,108.0,0.323,1.45,67.0,0.0,227.0,15.7,1.47
popcorn microwave,482.0,10.49,19.86,65.325,0.42000000000000004,12.1,8.0,0.24,0.0,0.0,3.96,16.0,1.8424999999999998,0.08499999999999999,0.19849999999999998,17.0,0.3745,2.17,130.5,0.386,269.5,7.25,3.075
popcorn sugar syrup caramel,381.0,2.0,1.4,90.06,64.68,2.5,2.0,0.047,0.0,0.0,0.13,4.0,0.342,0.058,0.038,18.0,0.14,0.8,27.0,0.0,55.0,3.6,0.62
potato chips without salt,487.0,7.1,20.8,67.8,0.22,6.1,0.0,0.67,0.0,25.7,5.47,10.0,7.0,0.27,0.21,21.0,0.348,1.35,89.0,0.0,193.0,8.1,1.01
pretzels soft,341.5,8.2,3.1,70.215,0.25,1.7,0.0,0.02,0.0,0.0,0.54,24.0,4.27,0.29,0.41,23.0,0.126,3.92,21.0,0.0,79.0,17.2,0.94
rice cake cracker include hain mini rice cakes,392.0,7.1,4.3,81.1,0.88,4.2,0.0,0.15,0.0,0.0,1.24,21.0,7.81,0.16,0.06,11.0,0.445,1.49,131.0,0.0,360.0,24.6,3.0
snack mixed berry bar,383.0,13.16,10.53,58.84,26.32,7.9,27.0,0.116,0.51,0.6,0.29,28.0,0.858,0.285,0.283,105.0,0.244,1.89,91.0,1.963,343.0,19.8,2.64
snack pretzel,467.0,7.05,17.64,70.07,38.8,3.5,25.0,0.031,0.32,0.0,0.62,114.0,2.398,0.317,0.36,141.0,0.262,2.54,35.0,0.452,128.0,14.5,1.33
snack potato chips,545.0,4.62,35.28,55.38,0.76,2.9,0.0,0.493,0.0,1.2,13.72,19.0,2.653,0.07,0.21,17.0,0.136,0.8,40.0,0.26,110.0,0.4,0.58
snacks clif bar,346.0,14.71,5.88,65.44,31.62,7.4,1.0,0.588,1.32,88.2,0.24,118.0,4.412,0.375,0.551,368.0,0.441,6.62,147.0,2.146,294.0,20.6,4.41
snacks farley candy,341.0,4.4,0.0,80.9,0.0,0.0,0.0,0.0,0.0,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snacks fritolay,492.6666666666667,8.236666666666666,21.826666666666664,65.81666666666666,7.69,8.233333333333334,8.333333333333334,0.25266666666666665,0.0,0.6,2.3466666666666667,10.333333333333334,2.158,0.05266666666666667,0.16533333333333333,34.333333333333336,0.07566666666666667,1.5666666666666667,68.0,0.4366666666666667,227.33333333333334,4.066666666666666,1.4566666666666668
snacks general mills,398.5,4.465,6.75,79.985,21.775000000000002,1.95,0.0,0.046,0.0,60.0,0.0,42.5,2.176,0.105,0.171,17.0,0.073,1.495,20.5,0.412,77.0,6.550000000000001,0.54
snacks kellogg,402.0,5.7,8.2,79.25,9.68,3.4,491.5,0.95,0.0,0.0,0.0,190.5,9.3,0.8,0.7,19.0,0.39999999999999997,5.4,50.0,1.6989999999999998,145.0,5.5,1.35
snacks kellogg's,324.0,4.69,8.76,69.54,30.84,6.9,604.0,1.35,0.0,7.8,0.0,24.0,13.5,1.15,0.61,541.0,0.126,4.9,41.0,0.795,115.0,7.7,4.1
snacks kraft,446.0,8.5,15.64,71.86,0.61,6.9,0.0,0.229,0.0,0.0,1.98,0.0,1.694,0.13,0.041,9.0,0.115,1.67,113.0,0.455,275.0,14.8,1.78
