FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
cereals ready to eat usda commodity rice crisps includes all commodity brands,381.0,6.45,1.27,86.04,8.35,0.7,608.0,2.683,0.0,46.0,0.08,0.0,26.217,2.518,2.052,5.0,0.158,10.53,24.0,1.057,96.0,13.6,1.19
cereals ready to eat weetabix whole grain cereal,371.0,11.43,2.86,81.5,5.71,11.4,0.0,0.46,0.0,0.0,0.98,46.0,5.714,0.98,1.929,57.0,0.622,12.86,92.0,0.0,172.0,5.9,1.72
cereals ready to eat chocolate flavored frosted puffed corn,405.0,3.34,3.5,87.2,43.7,3.8,1324.0,1.764,5.29,52.9,0.11,587.0,17.637,1.499,1.323,70.0,0.24,15.87,36.0,0.246,141.0,6.5,0.56
cereals ready to eat frosted oat cereal with marshmallows,400.0,7.1,3.33,84.7,36.13,4.3,500.0,1.76,5.29,20.0,0.45,587.0,17.64,1.5,1.32,333.0,0.141,15.0,28.0,0.0,141.0,14.6,7.94
cereals ready to eat granola,489.0,14.85,24.06,53.25,20.0,9.0,1.0,0.294,0.0,1.2,11.11,82.0,2.143,0.292,0.735,78.0,0.635,4.23,175.0,4.053,456.0,27.8,4.03
cereals ready to eat rice,402.0,6.3,0.5,89.8,0.0,1.7,0.0,0.075,0.0,0.0,0.0,19.0,35.3,1.8,2.6,6.0,0.169,31.7,25.0,1.5,98.0,10.5,1.03
cereals ready to eat wheat,364.0,14.7,1.2,79.6,0.0,4.4,0.0,0.17,0.0,0.0,0.0,32.0,35.3,1.8,2.6,28.0,0.409,31.7,145.0,1.755,355.0,123.1,2.36
cereals ready to eat wheat and bran,385.0,7.1,5.6,76.2,23.6,9.7,410.0,0.91,2.73,0.0,2.32,296.0,9.09,0.77,0.68,43.0,0.473,9.82,120.0,2.474,294.0,17.3,2.73
cereals ready to eat wheat germ,382.0,29.1,10.7,49.6,7.8,15.1,5.0,0.978,0.0,6.0,15.99,352.0,5.59,0.82,1.67,45.0,0.62,9.09,320.0,19.956,1146.0,65.0,16.67
incaparina dry mix corn and soy flours,379.0,21.75,5.58,60.53,0.0,9.9,1770.0,0.69,1.5,0.0,0.36,0.0,27.0,0.61,1.93,600.0,0.61,22.0,220.0,1.6,530.0,14.5,23.0
millet puffed,354.0,13.0,3.4,80.0,0.55,2.7,0.0,0.36,0.0,0.0,0.66,79.0,4.42,0.27,0.39,8.0,0.702,2.81,106.0,0.0,266.0,2.9,1.58
amaranth grain cooked,102.0,3.8,1.58,18.69,0.0,2.1,0.0,0.113,0.0,0.0,0.19,0.0,0.235,0.022,0.015,47.0,0.149,2.1,65.0,0.854,148.0,5.5,0.86
amaranth grain uncooked,371.0,13.56,7.02,65.25,1.69,6.7,0.0,0.591,0.0,4.2,1.19,82.0,0.923,0.2,0.116,159.0,0.525,7.61,248.0,3.333,557.0,18.7,2.87
barley hulled,354.0,12.48,2.3,73.48,0.8,17.3,1.0,0.318,0.0,0.0,0.57,19.0,4.604,0.285,0.646,33.0,0.498,3.6,133.0,1.943,264.0,37.7,2.77
barley pearled,237.5,6.085,0.7999999999999999,52.97,0.54,9.7,0.5,0.1875,0.0,0.0,0.015,19.5,3.3335,0.088,0.137,20.0,0.2625,1.915,50.5,0.7905,137.5,23.150000000000002,1.4749999999999999
buckwheat flour whole groat,335.0,12.62,3.1,70.59,2.6,10.0,0.0,0.582,0.0,0.0,0.32,54.0,6.15,0.19,0.417,41.0,0.515,4.06,251.0,2.03,337.0,5.7,3.12
buckwheat groats roasted,219.0,7.555,1.665,47.445,0.45,6.5,0.0,0.215,0.0,0.0,0.045,28.0,3.0374999999999996,0.155,0.132,12.0,0.385,1.6350000000000002,136.0,1.0105,194.5,5.300000000000001,1.515
bulgur cooked,83.0,3.08,0.24,18.58,0.1,4.5,0.0,0.083,0.0,0.0,0.01,18.0,1.0,0.028,0.057,10.0,0.075,0.96,32.0,0.609,40.0,0.6,0.57
bulgur dry,342.0,12.29,1.33,75.87,0.41,12.5,0.0,0.342,0.0,0.0,0.06,27.0,5.114,0.115,0.232,35.0,0.335,2.46,164.0,3.048,300.0,2.3,1.93
corn bran crude,224.0,8.36,0.92,85.64,0.0,79.0,4.0,0.152,0.0,0.0,0.42,4.0,2.735,0.1,0.01,42.0,0.248,2.79,64.0,0.14,72.0,16.5,1.56
corn flour degermed,375.0,5.59,1.39,82.75,0.64,1.9,11.0,0.097,0.0,0.0,0.15,48.0,2.656,0.058,0.074,2.0,0.142,0.91,18.0,0.056,60.0,8.0,0.37
corn flour masa,363.0,8.46,3.69,76.59,1.0733333333333335,6.400000000000001,3.6666666666666665,0.4749999999999999,0.0,0.0,0.08,233.0,7.166,0.5690000000000001,1.0576666666666668,138.0,0.209,6.156666666666666,93.0,0.37600000000000006,231.0,10.5,1.8
corn flour whole grain,362.0,7.536666666666666,4.27,75.86333333333333,0.4266666666666667,7.666666666666667,3.6666666666666665,0.4033333333333333,0.0,0.0,0.27999999999999997,16.666666666666668,2.1333333333333333,0.13,0.21733333333333335,6.333333333333333,0.20466666666666666,2.1666666666666665,98.66666666666667,0.48666666666666664,269.0,11.0,1.9000000000000001
corn grain white,365.0,9.42,4.74,74.26,0.0,0.0,0.0,0.622,0.0,0.0,0.0,0.0,3.627,0.201,0.385,7.0,0.314,2.71,127.0,0.485,210.0,15.5,2.21
corn grain yellow,365.0,9.42,4.74,74.26,0.64,7.3,11.0,0.622,0.0,0.0,0.49,19.0,3.627,0.201,0.385,7.0,0.314,2.71,127.0,0.485,210.0,15.5,2.21
cornmeal degermed,370.0,7.11,1.75,79.45,1.61,3.9,5.5,0.182,0.0,0.0,0.12,182.5,2.984,0.21600000000000003,0.34550000000000003,3.0,0.076,2.73,32.0,0.174,99.0,10.5,0.66
cornmeal self rising,345.6666666666667,8.366666666666665,2.6566666666666667,72.83333333333333,0.0,6.7,8.0,0.4383333333333334,0.0,0.0,0.0,377.5,5.019666666666667,0.4066666666666667,0.684,336.6666666666667,0.1396666666666667,5.146666666666667,63.0,0.1865,692.6666666666666,0.0,1.4633333333333332
cornmeal whole grain,362.0,8.12,3.59,76.89,0.64,7.3,5.5,0.304,0.0,0.0,0.42,25.0,3.632,0.201,0.385,6.0,0.193,3.45,127.0,0.498,241.0,15.5,1.82
couscous cooked,112.0,3.79,0.16,23.22,0.1,1.4,0.0,0.051,0.0,0.0,0.13,15.0,0.983,0.027,0.063,8.0,0.041,0.38,8.0,0.084,22.0,27.5,0.26
couscous dry,376.0,12.76,0.64,77.43,0.0,5.0,0.0,0.11,0.0,0.0,0.0,20.0,3.49,0.078,0.163,24.0,0.247,1.08,44.0,0.78,170.0,0.0,0.83
hominy canned,72.0,1.48,0.88,14.26,0.91,2.5,0.0,0.005,0.0,0.0,0.025,1.0,0.033,0.006,0.003,10.0,0.03,0.62,16.0,0.07,35.0,3.0,1.05
macaroni cooked,158.0,5.8,0.93,30.86,0.56,1.8,0.0,0.049,0.0,0.0,0.06,63.0,1.0445,0.078,0.14700000000000002,7.0,0.1,0.89,18.0,0.322,58.0,26.4,0.51
macaroni dry,371.0,13.04,1.51,74.67,2.67,3.2,0.0,0.142,0.0,0.0,0.11,204.5,4.4384999999999994,0.23,0.4905,21.0,0.289,2.3,53.0,0.917,189.0,63.2,1.41
macaroni protein fortified,269.25,14.645,1.22,48.9375,0.0,1.575,0.0,0.121,0.0,0.0,0.0,295.0,4.7455,0.318,0.7425,24.5,0.18100000000000002,2.435,47.5,0.6635,106.5,0.0,1.145
macaroni vege cooked,128.0,4.53,0.11,26.61,1.15,4.3,5.0,0.024,0.0,0.0,0.21,106.0,1.071,0.061,0.112,11.0,0.092,0.49,19.0,0.986,50.0,19.8,0.44
macaroni vege dry,367.0,13.14,1.04,74.88,0.0,4.3,8.0,0.129,0.0,0.0,0.0,460.0,7.328,0.525,1.032,34.0,0.2,4.28,46.0,3.846,116.0,0.0,0.76
macaroni whole wheat,236.0,9.98,0.97,50.785,0.4,5.550000000000001,0.0,0.151,0.0,0.0,0.15,31.0,2.9185,0.094,0.298,27.5,0.3105,2.3449999999999998,86.5,2.217,173.5,12.95,1.59
millet cooked,119.0,3.51,1.0,23.67,0.13,1.3,0.0,0.108,0.0,0.0,0.02,19.0,1.33,0.082,0.106,3.0,0.161,0.63,44.0,0.272,100.0,0.9,0.91
millet raw,378.0,11.02,4.22,72.85,0.0,8.5,0.0,0.384,0.0,0.0,0.05,85.0,4.72,0.29,0.421,8.0,0.75,3.01,114.0,1.632,285.0,2.7,1.68
noodles chinese,475.0,8.11,15.43,72.8,5.71,3.7,0.0,0.11,0.0,0.0,2.3,165.0,5.95,0.421,0.578,20.0,0.167,4.73,52.0,0.0,161.0,43.0,1.4
noodles egg,229.25,8.26625,2.91,42.21875000000001,0.75875,2.5625,8.5,0.14275000000000002,0.18500000000000003,0.0,0.24624999999999997,142.125,2.9362500000000002,0.17850000000000002,0.40962499999999996,24.125,0.16537500000000002,1.9175,38.25,0.538375,129.5,34.375,1.1125
noodles flat,521.0,10.33,31.72,51.9,0.25,1.9,0.0,0.027,0.0,0.0,3.29,17.0,2.52,0.112,0.195,21.0,0.122,1.76,21.0,0.363,87.0,32.1,0.63
noodles japanese,230.5,8.6975,0.45,49.425,0.0,1.075,0.0,0.08574999999999999,0.0,0.0,0.0,20.75,1.173,0.05375,0.17375,17.5,0.10175000000000001,1.255,33.5,0.59875,96.5,2.075,0.6250000000000001
oat bran cooked,40.0,3.21,0.86,11.44,0.0,2.6,0.0,0.025,0.0,0.0,0.0,6.0,0.144,0.034,0.16,10.0,0.066,0.88,40.0,0.964,119.0,7.7,0.53
oat bran raw,246.0,17.3,7.03,66.22,1.45,15.4,0.0,0.165,0.0,0.0,1.01,52.0,0.934,0.22,1.17,58.0,0.403,5.41,235.0,5.63,734.0,45.2,3.11
oat flour partially debranned,404.0,14.66,9.12,65.7,0.8,6.5,0.0,0.125,0.0,0.0,0.7,32.0,1.474,0.125,0.692,55.0,0.437,4.0,144.0,4.019,452.0,34.0,3.2
pasta corn,241.5,5.045,1.405,53.585,0.0,7.9,6.0,0.132,0.0,0.0,0.0,15.5,1.493,0.05499999999999999,0.14200000000000002,2.5,0.133,0.5900000000000001,77.5,0.318,164.5,5.35,1.21
pasta fresh refrigerated,209.5,8.195,1.5974999999999997,40.105,0.0,0.0,13.75,0.13875,0.225,0.0,0.0,186.5,2.20325,0.28025,0.42524999999999996,20.5,0.1495,2.225,37.75,0.467,107.75,0.0,0.9524999999999999
pasta homemade,127.0,4.825,1.3599999999999999,24.33,0.0,0.0,8.5,0.0325,0.05,0.0,0.0,60.5,1.2999999999999998,0.16099999999999998,0.1775,8.0,0.057999999999999996,1.145,14.0,0.188,46.0,0.0,0.405
quinoa cooked,120.0,4.4,1.92,21.3,0.87,2.8,0.0,0.123,0.0,0.0,0.63,42.0,0.412,0.11,0.107,17.0,0.192,1.49,64.0,0.631,152.0,2.8,1.09
quinoa uncooked,368.0,14.12,6.07,64.16,0.0,7.0,1.0,0.487,0.0,0.0,2.44,184.0,1.52,0.318,0.36,47.0,0.59,4.57,197.0,2.033,457.0,8.5,3.1
rice brown,238.75,5.085,1.8325,49.97,0.3,2.625,0.0,0.328,0.0,0.0,0.19,12.0,3.06425,0.04325,0.253,19.0,0.18375,1.055,93.25,2.372,189.25,8.3,1.3225
rice white,231.3913043478261,4.503913043478261,0.46478260869565213,50.6004347826087,0.06173913043478262,0.926086956521739,0.0,0.1344782608695652,0.0,0.0,0.02869565217391305,120.0,2.2841304347826092,0.02882608695652175,0.21721739130434778,15.478260869565217,0.12026086956521738,1.6421739130434787,16.52173913043478,0.678086956521739,70.91304347826087,9.847826086956522,0.7517391304347825
rice bran crude,316.0,13.35,20.85,49.69,0.9,21.0,0.0,4.07,0.0,0.0,4.92,63.0,33.995,0.284,2.753,57.0,0.728,18.54,781.0,14.21,1677.0,15.6,6.04
rice flour brown,363.0,7.23,2.78,76.48,0.85,4.6,0.0,0.736,0.0,0.0,1.2,16.0,6.34,0.08,0.443,11.0,0.23,1.98,112.0,4.013,337.0,0.0,2.45
rice flour white,366.0,5.95,1.42,80.13,0.12,2.4,0.0,0.436,0.0,0.0,0.11,4.0,2.59,0.021,0.138,10.0,0.13,0.35,35.0,1.2,98.0,15.1,0.8
rice noodles cooked,108.0,1.79,0.2,24.01,0.03,1.0,0.0,0.006,0.0,0.0,0.03,1.0,0.072,0.004,0.018,4.0,0.038,0.14,3.0,0.114,20.0,4.5,0.25
rice noodles dry,364.0,5.95,0.56,80.18,0.12,1.6,0.0,0.015,0.0,0.0,0.11,3.0,0.221,0.017,0.031,18.0,0.078,0.7,12.0,0.498,153.0,15.1,0.74
rye flour dark,325.0,15.91,2.22,68.63,2.31,23.8,1.0,0.443,0.0,0.0,2.73,33.0,4.27,0.251,0.316,37.0,0.56,4.97,160.0,6.062,499.0,18.0,5.04
rye flour light,357.0,9.82,1.33,76.68,0.93,8.0,0.0,0.234,0.0,0.0,0.83,23.0,0.8,0.09,0.331,13.0,0.213,0.91,32.0,1.162,130.0,17.6,1.33
rye flour medium,349.0,10.88,1.52,75.43,1.1,11.8,0.0,0.268,0.0,0.0,1.43,34.0,1.727,0.114,0.287,24.0,0.331,2.54,63.0,2.412,225.0,14.4,2.17
semolina enriched,360.0,12.68,1.05,72.83,0.0,3.9,0.0,0.103,0.0,0.0,0.26,261.0,5.99,0.571,0.811,17.0,0.189,4.36,47.0,0.619,136.0,89.4,1.05
semolina unenriched,360.0,12.68,1.05,72.83,0.0,3.9,0.0,0.103,0.0,0.0,0.0,72.0,3.31,0.08,0.28,17.0,0.189,1.23,47.0,0.619,136.0,0.0,1.05
sorghum flour refined,357.0,9.53,1.24,76.85,0.0,1.9,0.0,0.068,0.0,0.6,0.0,0.0,1.329,0.005,0.09,6.0,0.009,0.97,31.0,0.43,87.0,0.0,0.47
sorghum flour whole grain,359.0,8.43,3.34,76.64,1.94,6.6,0.0,0.325,0.0,0.8,0.5,25.0,4.496,0.061,0.329,12.0,0.253,3.14,123.0,1.258,278.0,12.2,1.63
spaghetti cooked,157.5,5.8,0.93,30.725,0.56,1.8,0.0,0.049,0.0,0.0,0.06,63.0,1.0445,0.07800000000000001,0.14700000000000002,7.0,0.1,1.085,18.0,0.322,58.0,26.4,0.51
spaghetti dry,371.0,13.04,1.51,74.67,2.67,3.2,0.0,0.142,0.0,0.0,0.11,204.5,4.4384999999999994,0.23,0.4905,21.0,0.289,2.3,53.0,0.917,189.0,63.2,1.41
spaghetti protein fortified,269.25,14.645,1.22,48.9375,0.0,1.525,0.0,0.121,0.0,0.0,0.0,295.0,4.7455,0.318,0.7425,24.5,0.18100000000000002,2.435,47.5,0.6635,106.5,12.6,1.145
spaghetti spinach,251.0,8.965,1.1,50.480000000000004,1.36,5.3,15.5,0.20950000000000002,0.0,0.0,0.37,30.0,3.04,0.1495,0.235,44.0,0.352,1.585,118.0,2.0745,220.0,42.8,1.92
spaghetti whole wheat,236.0,9.98,0.97,50.785,0.4,2.25,0.0,0.151,0.0,0.0,0.15,31.0,2.9185,0.094,0.298,27.5,0.3105,2.3449999999999998,86.5,2.217,173.5,49.45,1.59
spelt cooked,127.0,5.5,0.85,26.44,0.0,3.9,0.0,0.08,0.0,0.0,0.26,13.0,2.57,0.03,0.103,10.0,0.215,1.67,49.0,1.091,150.0,4.0,1.25
spelt uncooked,338.0,14.57,2.43,70.19,6.82,10.7,0.0,0.23,0.0,0.0,0.79,45.0,6.843,0.113,0.364,27.0,0.511,4.44,136.0,2.983,401.0,11.7,3.28
tapioca pearl,358.0,0.19,0.02,88.69,3.35,0.9,0.0,0.008,0.0,0.0,0.0,4.0,0.0,0.0,0.004,20.0,0.02,1.58,1.0,0.11,7.0,0.8,0.12
teff cooked,101.0,3.87,0.65,19.86,0.0,2.8,0.0,0.097,0.0,0.0,0.0,18.0,0.909,0.033,0.183,49.0,0.226,2.05,50.0,2.86,120.0,0.0,1.11
teff uncooked,367.0,13.3,2.38,73.13,1.84,8.0,0.0,0.482,0.0,0.0,0.08,0.0,3.363,0.27,0.39,180.0,0.81,7.63,184.0,9.24,429.0,4.4,3.63
triticale flour whole grain,338.0,13.18,1.81,73.14,0.0,14.6,0.0,0.403,0.0,0.0,0.9,74.0,2.86,0.132,0.378,35.0,0.559,2.59,153.0,4.185,321.0,0.0,2.66
wheat kamut khorasan,234.5,10.125,1.48,49.09,5.455,7.699999999999999,0.5,0.1645,0.0,0.0,0.425,5.5,4.34,0.107,0.33049999999999996,15.5,0.3565,2.765,89.0,1.8824999999999998,255.5,56.7,2.7600000000000002
wheat durum,339.0,13.68,2.47,71.13,0.0,0.0,0.0,0.419,0.0,0.0,0.0,43.0,6.738,0.121,0.419,34.0,0.553,3.52,144.0,3.012,508.0,89.4,4.16
wheat hard red spring,329.0,15.4,1.92,68.03,0.41,12.2,0.0,0.336,0.0,0.0,1.01,43.0,5.71,0.11,0.504,25.0,0.41,3.6,124.0,4.055,332.0,70.7,2.78
wheat hard red winter,327.0,12.61,1.54,71.18,0.41,12.2,0.0,0.3,0.0,0.0,1.01,38.0,5.464,0.115,0.383,29.0,0.434,3.19,126.0,3.985,288.0,70.7,2.65
wheat hard white,342.0,11.31,1.71,75.9,0.41,12.2,0.0,0.368,0.0,0.0,1.01,38.0,4.381,0.108,0.387,32.0,0.363,4.56,93.0,3.821,355.0,0.0,3.33
wheat soft red winter,331.0,10.35,1.56,74.24,0.41,12.5,0.0,0.272,0.0,0.0,1.01,41.0,4.8,0.096,0.394,27.0,0.45,3.21,126.0,4.391,493.0,0.0,2.63
wheat soft white,340.0,10.69,1.99,75.36,0.41,12.7,0.0,0.378,0.0,0.0,1.01,41.0,4.766,0.107,0.41,34.0,0.426,5.37,90.0,3.406,402.0,0.0,3.46
wheat sprouted,198.0,7.49,1.27,42.53,0.0,1.1,0.0,0.265,0.0,2.6,0.0,38.0,3.087,0.155,0.225,28.0,0.261,2.14,82.0,1.858,200.0,42.5,1.65
wheat bran crude,216.0,15.55,4.25,64.51,0.41,42.8,0.0,1.303,0.0,0.0,1.49,79.0,13.578,0.577,0.523,73.0,0.998,10.57,611.0,11.5,1013.0,77.6,7.27
wheat flour white,367.25,10.13125,2.2550000000000003,74.64500000000001,0.20625000000000002,2.1999999999999997,0.0,0.041999999999999996,0.0,0.0,0.315,248.875,5.61975,0.42137499999999994,0.6985,108.625,0.138625,4.8175,21.125,0.7210000000000001,177.375,22.587500000000002,0.69125
wheat flour white industrial,364.0833333333333,11.517499999999998,1.435833333333333,74.07416666666667,0.8291666666666666,2.1999999999999997,0.0,0.03841666666666666,0.0,0.0,0.10500000000000002,169.25,3.9717500000000006,0.28958333333333336,0.5101666666666665,20.166666666666668,0.17841666666666667,3.4766666666666666,29.25,0.67775,110.08333333333333,21.474999999999998,1.0816666666666666
wheat flour whole grain,336.0,11.41,2.225,73.225,0.715,11.899999999999999,0.0,0.299,0.0,0.0,0.62,36.0,5.152,0.1765,0.39949999999999997,33.5,0.4425,3.6550000000000002,127.0,3.733,340.0,37.25,2.7800000000000002
wheat flours bread,361.0,11.98,1.66,72.53,0.31,2.4,0.0,0.037,0.0,0.0,0.4,33.0,1.0,0.06,0.08,15.0,0.182,0.9,25.0,0.792,97.0,39.7,0.85
wheat germ crude,360.0,23.15,9.72,51.8,0.0,13.2,0.0,1.3,0.0,0.0,0.0,281.0,6.813,0.499,1.882,39.0,0.796,6.26,239.0,13.301,842.0,79.2,12.29
wild rice cooked,101.0,3.99,0.34,21.34,0.73,1.8,0.0,0.135,0.0,0.0,0.24,26.0,1.287,0.087,0.052,3.0,0.121,0.6,32.0,0.282,82.0,0.8,1.34
wild rice raw,357.0,14.73,1.08,74.9,2.5,6.2,1.0,0.391,0.0,0.0,0.82,95.0,6.733,0.262,0.115,21.0,0.524,1.96,177.0,1.329,433.0,2.8,5.96
beverage instant breakfast powder,355.5,27.849999999999998,3.25,53.6,52.4,1.2,1655.5,1.5699999999999998,2.4050000000000002,107.45,13.125,667.5,19.92,0.275,1.175,392.5,2.0125,7.5600000000000005,319.0,0.0,463.5,16.95,11.975000000000001
beverage milkshake mix,329.0,23.5,2.6,52.9,51.3,1.6,246.0,0.11,2.39,1.2,0.05,42.0,1.25,0.34,0.11,880.0,0.8,7.7,200.0,0.0,150.0,14.3,3.6
butter salted,717.0,0.85,81.11,0.06,0.06,0.0,684.0,0.003,0.17,0.0,2.32,3.0,0.042,0.034,0.005,24.0,0.0,0.02,2.0,0.0,24.0,1.0,0.09
butter whipped,717.0,0.85,81.11,0.06,0.06,0.0,684.0,0.003,0.13,0.0,2.32,3.0,0.042,0.034,0.005,24.0,0.016,0.16,2.0,0.004,23.0,1.0,0.05
butter without salt,717.0,0.85,81.11,0.06,0.06,0.0,684.0,0.003,0.17,0.0,2.32,3.0,0.042,0.034,0.005,24.0,0.016,0.02,2.0,0.004,24.0,1.0,0.09
butter oil anhydrous,876.0,0.28,99.48,0.0,0.0,0.0,840.0,0.001,0.01,0.0,2.8,0.0,0.003,0.005,0.001,4.0,0.001,0.0,0.0,0.0,3.0,0.0,0.01
cheese american,126.0,21.05,0.0,10.53,5.26,0.0,56.0,0.567,1.85,0.0,0.27,9.0,5.56,0.545,0.412,789.0,0.559,0.0,115.0,0.0,316.0,14.6,4.11
cheese mexican,282.0,24.69,19.4,3.41,0.56,0.0,155.0,0.084,1.66,0.0,0.17,20.0,0.06,0.3,0.03,1146.0,0.021,0.13,35.0,0.0,583.0,15.5,4.3
cheese mexican blend,358.0,23.54,28.51,1.75,1.23,0.0,174.0,0.061,1.23,0.0,0.25,13.0,0.114,0.318,0.023,659.0,0.025,0.59,25.0,0.022,438.0,15.0,3.01
cheese swiss,127.0,28.4,0.0,3.4,1.33,0.0,40.0,0.08,1.68,0.0,0.07,6.0,0.09,0.36,0.02,961.0,0.027,0.17,36.0,0.0,605.0,12.7,3.9
cheese american cheddar,239.0,16.7,14.0,11.6,7.74,0.0,114.0,0.12,0.4,0.0,0.27,7.0,0.13,0.43,0.05,562.0,0.033,0.33,29.0,0.0,712.0,15.2,2.59
cheese blue,353.0,21.4,28.74,2.34,0.5,0.0,198.0,0.166,1.22,0.0,0.25,36.0,1.016,0.382,0.029,528.0,0.04,0.31,23.0,0.009,387.0,14.5,2.66
cheese brick,371.0,23.24,29.68,2.79,0.51,0.0,292.0,0.065,1.26,0.0,0.26,20.0,0.118,0.351,0.014,674.0,0.024,0.43,24.0,0.012,451.0,14.5,2.6
cheese brie,334.0,20.75,27.68,0.45,0.45,0.0,174.0,0.235,1.65,0.0,0.24,65.0,0.38,0.52,0.07,184.0,0.019,0.5,20.0,0.034,188.0,14.5,2.38
cheese camembert,300.0,19.8,24.26,0.46,0.46,0.0,241.0,0.227,1.3,0.0,0.21,62.0,0.63,0.488,0.028,388.0,0.021,0.33,20.0,0.038,347.0,14.5,2.38
cheese caraway,376.0,25.18,29.2,3.06,0.0,0.0,271.0,0.074,0.27,0.0,0.0,18.0,0.18,0.45,0.031,673.0,0.024,0.64,22.0,0.021,490.0,14.5,2.94
cheese cheddar,320.5,26.945,22.012500000000003,3.665,0.2025,0.0,182.75,0.06325,0.915,0.0,0.525,21.0,0.06849999999999999,0.3715,0.02175,760.0,0.03875000000000001,0.11000000000000001,24.25,0.022,484.25,26.724999999999998,3.3575000000000004
cheese cheshire,387.0,23.37,30.6,4.78,0.0,0.0,233.0,0.074,0.83,0.0,0.0,18.0,0.08,0.293,0.046,643.0,0.042,0.21,21.0,0.012,464.0,14.5,2.79
cheese colby,394.0,23.76,32.11,2.57,0.52,0.0,264.0,0.079,0.83,0.0,0.28,18.0,0.093,0.375,0.015,685.0,0.042,0.76,26.0,0.012,457.0,14.5,3.07
cheese cottage,80.88888888888889,11.28777777777778,2.1033333333333335,3.781111111111111,2.476666666666667,0.1,27.11111111111111,0.055,0.5288888888888889,1.0444444444444445,0.03333333333333334,11.444444444444445,0.12044444444444445,0.1696666666666667,0.020444444444444446,68.88888888888889,0.030222222222222223,0.12555555555555556,6.444444444444445,0.005,141.11111111111111,8.233333333333333,0.38111111111111107
cheese cream,216.0,9.823333333333332,16.84,6.62,4.836666666666667,0.0,179.33333333333334,0.043333333333333335,0.7066666666666667,0.0,0.19333333333333336,21.666666666666668,0.16666666666666666,0.19166666666666665,0.03333333333333333,199.0,0.028999999999999998,0.2466666666666667,13.0,0.013,260.3333333333333,3.766666666666667,0.8599999999999999
cheese dry white,325.0,24.51,24.35,2.04,0.55,0.0,226.0,0.091,1.7,0.0,0.49,0.0,0.083,0.23,0.038,661.0,0.027,0.18,27.0,0.018,475.0,22.4,3.28
cheese edam,357.0,24.99,27.8,1.43,1.43,0.0,243.0,0.076,1.54,0.0,0.24,16.0,0.082,0.389,0.037,731.0,0.036,0.44,30.0,0.011,536.0,14.5,3.75
cheese feta,264.0,14.21,21.28,4.09,4.09,0.0,125.0,0.424,1.69,0.0,0.18,32.0,0.991,0.844,0.154,493.0,0.032,0.65,19.0,0.028,337.0,15.0,2.88
cheese fontina,389.0,25.6,31.14,1.55,1.55,0.0,261.0,0.083,1.68,0.0,0.27,6.0,0.15,0.204,0.021,550.0,0.025,0.23,14.0,0.014,346.0,14.5,3.5
cheese fresh,299.0,18.09,23.82,2.98,2.32,0.0,224.0,0.076,1.68,0.0,0.37,7.0,0.027,0.173,0.042,566.0,0.033,0.2,24.0,0.014,385.0,19.3,2.58
cheese gjetost,466.0,9.65,29.51,42.65,0.0,0.0,334.0,0.271,2.42,0.0,0.0,5.0,0.813,1.382,0.315,400.0,0.08,0.52,70.0,0.04,444.0,14.5,1.14
cheese goat,360.0,23.539999999999996,28.83666666666667,0.7633333333333333,0.7633333333333333,0.0,393.6666666666667,0.13,0.17666666666666667,0.0,0.25,6.0,1.326,0.7486666666666667,0.09400000000000001,444.3333333333333,0.6409999999999999,1.8,33.0,0.14833333333333332,453.3333333333333,4.033333333333334,1.0566666666666666
cheese gouda,356.0,24.94,27.44,2.22,2.22,0.0,165.0,0.08,1.54,0.0,0.24,21.0,0.063,0.334,0.03,700.0,0.036,0.24,29.0,0.011,546.0,14.5,3.9
cheese gruyere,413.0,29.81,32.34,0.36,0.36,0.0,271.0,0.081,1.6,0.0,0.28,10.0,0.106,0.279,0.06,1011.0,0.032,0.17,36.0,0.017,605.0,14.5,3.9
cheese limburger,327.0,20.05,27.25,0.49,0.49,0.0,340.0,0.086,1.04,0.0,0.23,58.0,0.158,0.503,0.08,497.0,0.021,0.13,21.0,0.038,393.0,14.5,2.1
cheese low fat,173.0,24.35,7.0,1.91,0.52,0.0,60.0,0.045,0.49,0.0,0.06,11.0,0.051,0.221,0.012,415.0,0.021,0.42,16.0,0.006,484.0,14.5,1.82
cheese low sodium,398.0,24.35,32.62,1.91,0.49,0.0,264.0,0.076,0.83,0.0,0.28,18.0,0.086,0.375,0.021,703.0,0.036,0.72,27.0,0.011,484.0,14.5,3.09
cheese mexican,367.6666666666667,21.86666666666667,29.30666666666667,4.353333333333333,4.353333333333333,0.0,58.333333333333336,0.051666666666666666,1.1366666666666667,0.0,0.25333333333333335,3.6666666666666665,0.121,0.219,0.019666666666666666,664.0,0.019333333333333334,0.48333333333333334,25.666666666666668,0.047999999999999994,443.0,14.5,3.1533333333333338
cheese monterey,343.0,26.34,25.94,0.69,0.53,0.0,170.0,0.0795,0.83,0.0,0.225,18.0,0.0915,0.375,0.0175,725.5,0.032,0.72,27.0,0.0055,444.0,14.5,3.0
