,FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint,Cluster_ID
175,bratwurst beef and pork,0.329268293,0.142523364,0.2634,0.02,0,0,0,0.025,0.037605634,0,0,0.00256,0.038875,0.031323529,0.033928571,0.001195083,0.010635469,0.008090615,0.021097046,0.000328,0.020550111,0.067755887,0.131733333,beef,19.54409099,22
176,bratwurst chicken,0.195121951,0.227102804,0.1035,0,0,0,0.001,0.048125,0.004788732,0.000833333,0,0.00384,0.0943875,0.019558824,0.005982143,0.001877988,0.006647168,0.007038835,0.032348805,0,0.025292444,0,0.076266667,chicken,3.24822457,89
177,bratwurst pork,0.287694013,0.164544393,0.21355,0.02235,0.007865731,0,3.33E-05,0.03375,0.016408451,0,0.000870147,0.00256,0.0415125,0.034779412,0.024508929,0.003585249,0.011100771,0.005946602,0.024613221,0.000116,0.026873222,0.143921192,0.158133333,pork,5.786150705,111
178,bratwurst veal,0.37804878,0.163434579,0.317,0,0,0,0,0.038375,0.013802817,0,0,0.00576,0.067875,0.028235294,0.004821429,0.001877988,0.010768413,0.005987055,0.022503516,0.000392,0.023711666,0.092263335,0.109333333,pork sausages,17.94,2
179,braunschweiger a liver sausage pork,0.362527716,0.169392523,0.285,0.031,0,0,0.140666667,0.04125,0.282957746,0,0.002342704,0.02816,0.1046,0.224264706,0.022232143,0.001536535,0.031906408,0.090614887,0.015471167,0.00124,0.026557066,0.278712158,0.149866667,pork sausages,17.94,64
180,bread banana,0.361419069,0.050233645,0.105,0.546,0,0.020676692,0.003533333,0.01875,0.001408451,0.000708333,0,0.03072,0.018075,0.029411765,0.015357143,0.003585249,0.009571922,0.011326861,0.019690577,0.001672,0.009168511,0.058145123,0.018666667,bread plain,0.971222222,65
181,bread blue corn,0.206208426,0.036214953,0.0153,0.3984,0.129659319,0.067669173,0,0.021,0,0,0.00227577,0,0.006875,0,0.002678571,0.005804689,0.015820261,0.012783172,0.0604782,0.00324,0.014859311,0.014416146,0.043733333,bread plain,0.971222222,50
182,bread boston brown,0.216186253,0.060747664,0.015,0.433,0.024248497,0.088345865,0.000833333,0.01025,0.000140845,0,0.002141901,0.00896,0.014,0.016911765,0.00125,0.011950831,0.010635469,0.016990291,0.088607595,0.00816,0.017704711,0.105237866,0.026666667,bread whole,0.7775,114
183,bread chapati or roti,0.33037694,0.111565421,0.08325,0.46245,0.028306613,0.137218045,0,0.034375,0,0,0.00478581,0.0144,0.0711875,0.027941176,0.044642857,0.011011837,0.03197288,0.021076052,0.082981716,0.011992,0.027031299,0.192936088,0.082933333,bread plain,0.971222222,60
184,bread cheese,0.45232816,0.121728972,0.2083,0.4483,0.020841683,0.039473684,0.0008,0.006,0.003380282,0,0.009973226,0.10176,0.0409875,0.044558824,0.038660714,0.015365354,0.011433129,0.020145631,0.023909986,0.002928,0.018969333,0.095146564,0.0512,cheese,9.288191958,75
185,bread cornbread,0.396895787,0.079702103,0.1027,0.5924,0.091157315,0.071898496,0.0005,0.0141875,0.001971831,6.25E-05,0.001121151,0.0584,0.026678125,0.027977941,0.021294643,0.021255406,0.009771337,0.015048544,0.03164557,0.00194,0.060780904,0.02931283,0.032133333,bread plain,0.971222222,102
186,bread cracked wheat,0.288248337,0.101635514,0.039,0.495,0,0.103383459,0,0.038,0.00028169,0,0,0.04864,0.0458875,0.035294118,0.031964286,0.007341225,0.029513427,0.022734628,0.073136428,0.010968,0.024185899,0.121576165,0.066133333,bread plain,0.971222222,90
187,bread crumbs dry,0.431263858,0.160514019,0.0539,0.70235,0.059819639,0.088345865,0.000166667,0.01825,0.004929577,0.0005625,0.001137885,0.11104,0.07996875,0.060147059,0.086071429,0.031157523,0.03316937,0.039441748,0.062587904,0.007612,0.027031299,0.119894282,0.0768,graham flour,0.47,45
188,bread egg,0.333702882,0.11682243,0.063,0.502,0.018637275,0.045112782,0.0022,0.008,0.001478873,0,0.001840696,0.08256,0.06026875,0.063823529,0.036741071,0.0166458,0.022600372,0.025809061,0.028129395,0.004196,0.017625672,0.151369534,0.044,egg pasta,3.190466667,60
189,bread french or vienna,0.353658537,0.151869159,0.0214,0.6193,0.035971944,0.058270677,0,0.012,0,8.33E-05,0.001271754,0.13888,0.06725,0.054411765,0.038125,0.008024129,0.019941505,0.03131068,0.043600563,0.004584,0.0199178,0.142719846,0.056,bread plain,0.971222222,60
190,bread french or vienna includes sourdough,0.301552106,0.125584112,0.0242,0.5188,0.046292585,0.041353383,0,0.013375,0,0,0.001405622,0.1088,0.0602125,0.062794118,0.063392857,0.00887776,0.020207392,0.031634304,0.045007032,0.004616,0.016598166,0.137433926,0.055466667,bread plain,0.971222222,90
191,bread irish soda,0.321507761,0.077102804,0.05,0.56,0,0.04887218,0.0016,0.010375,0.000704225,0.000333333,0,0.04672,0.0300625,0.039558824,0.026607143,0.013828819,0.017282638,0.021763754,0.032348805,0.00284,0.018020866,0.076886112,0.0304,wheat plain flour,0.612069375,65
192,bread italian,0.300443459,0.102803738,0.035,0.5,0.008316633,0.05075188,0,0.006,0,0,0.001941098,0.19456,0.0547625,0.042941176,0.042232143,0.01331664,0.025392183,0.023786408,0.037974684,0.003712,0.016282011,0.130706391,0.045866667,bread whole,0.7775,90
193,bread multi grain,0.319290466,0.169626168,0.046,0.4711,0.069539078,0.152255639,0,0.03575,0,4.17E-05,0.002677376,0.0448,0.054925,0.020882353,0.021696429,0.018950603,0.040813613,0.022006472,0.11954993,0.017608,0.03904521,0.172032677,0.098666667,bread plain,0.971222222,60
194,bread multi grain includes whole grain,0.293791574,0.156074766,0.0423,0.4334,0.064028056,0.139097744,0,0.032875,0,4.17E-05,0.002476573,0.048,0.050525,0.019264706,0.024910714,0.017584794,0.037490029,0.020226537,0.109704641,0.0162,0.036041733,0.158097069,0.090666667,bread whole,0.7775,116
195,bread naan indian bread,0.319844789,0.115771028,0.06175,0.4832,0.034819639,0.065789474,3.33E-05,0.0139375,0,0,0.00706158,0.00512,0.058875,0.050735294,0.042678571,0.01220692,0.019077373,0.020145631,0.066807314,0.007656,0.022763199,0.094425757,0.054666667,bread plain,0.971222222,65
196,bread oat bran,0.274390244,0.127336449,0.046,0.4175,0.080961924,0.088345865,6.67E-05,0.0070625,0,0,0.003078983,0.07168,0.06005625,0.050661765,0.042276786,0.011609379,0.017482053,0.026496764,0.048523207,0.006156,0.020312994,0.151369534,0.051733333,oat,0.7006,116
197,bread oatmeal,0.31097561,0.102803738,0.046,0.506,0.08507014,0.078007519,0.000166667,0.0084375,0.000352113,6.25E-05,0.003380187,0.05184,0.038775,0.034926471,0.033303571,0.011780105,0.028981654,0.022815534,0.054852321,0.007848,0.020787227,0.123258049,0.0568,bread plain,0.971222222,116
198,bread pan dulce,0.406873614,0.110046729,0.1158,0.5638,0.125250501,0.043233083,0.000166667,0.007125,0.001549296,0.0005,0.001941098,0.0992,0.0432875,0.033823529,0.033660714,0.014682449,0.016086147,0.023220065,0.033755274,0.00368,0.014859311,0.125901009,0.0448,bread plain,0.971222222,102
199,bread paratha indian bread,0.361419069,0.074299065,0.132,0.4535,0.041583166,0.180451128,6.67E-05,0.01,0,0,0.009036145,0.0064,0.022875,0.011176471,0.009821429,0.004268154,0.019409731,0.01302589,0.052039381,0.008432,0.018969333,0.034118212,0.043733333,bread plain,0.971222222,75
200,bread pita,0.301552106,0.109034268,0.016666667,0.554666667,0.007080828,0.073934837,0,0.013875,0,0,0.002030344,0.047786667,0.040058333,0.024705882,0.035863095,0.01064193,0.027740849,0.019093851,0.056727614,0.007205333,0.019707029,0.113887554,0.056888889,bread plain,0.971222222,90
201,bread potato,0.294900222,0.146028037,0.0313,0.4707,0.093987976,0.118421053,0.0008,0.029,0.002112676,0,0.003145917,0.09536,0.015625,0.015588235,0.016785714,0.032096517,0.012496676,0.018203883,0.039381153,0.002024,0.058330699,0.045651129,0.0768,potato,0.24620978,116
202,bread pound cake type,0.432372506,0.082476636,0.1745,0.5129,0.181362725,0.031954887,0,0.00625,0,0,0.009504685,0,0.05875,0.026470588,0.00625,0.007853403,0.003988301,0.017799353,0.026722925,0.00208,0.047423332,0.064872657,0.033066667,bread plain,0.971222222,102
203,bread protein,0.299334812,0.154205607,0.024,0.481,0.014428858,0.062030075,0,0.00875,0,0,0.002409639,0.09536,0.0530125,0.057205882,0.028303571,0.023218757,0.02725339,0.036893204,0.078762307,0.006424,0.029876699,0.173954829,0.0624,bread plain,0.971222222,60
204,bread protein includes gluten,0.271618625,0.14135514,0.022,0.438,0.014428858,0.056390977,0,0.008875,0,0,0.002409639,0.11072,0.0536125,0.057941176,0.032142857,0.021170043,0.055437384,0.033576052,0.091420534,0.011776,0.029244388,0.158097069,0.097066667,bread plain,0.971222222,116
205,bread pumpernickel,0.291019956,0.106308411,0.0325,0.4985,0.005561122,0.127819549,0,0.015625,0,0,0.002945114,0.08416,0.038425,0.044558824,0.027410714,0.012121557,0.040015953,0.024352751,0.080168776,0.010956,0.029481505,0.123498318,0.082666667,bread plain,0.971222222,60
206,bread raisin,0.312269032,0.095015576,0.045333333,0.538333333,0.039612558,0.083333333,0,0.008583333,0,8.33E-05,0.001316377,0.072106667,0.0348,0.047107843,0.024107143,0.011609379,0.027076132,0.021251348,0.03750586,0.004125333,0.017704711,0.06679481,0.039466667,bread whole,0.7775,65
207,bread reduced calorie,0.235957132,0.109462617,0.031366667,0.435116667,0.030861723,0.185150376,0,0.008625,0.000985915,8.33E-05,0.001472557,0.069866667,0.043277083,0.033553922,0.032247024,0.016304348,0.025946114,0.024811219,0.052039381,0.006266667,0.019259142,0.118612846,0.057066667,bread whole,0.7775,116
208,bread rice bran,0.281042129,0.10864486,0.048,0.454,0.048847695,0.095864662,0,0.02975,0,0,0.004551539,0.07776,0.0842,0.043602941,0.054508929,0.012292283,0.024328636,0.030461165,0.109704641,0.012424,0.027821688,0.143921192,0.071733333,bread whole,0.7775,116
209,bread roll,0.352549889,0.124415888,0.058,0.5577,0.035571142,0.041353383,3.33E-05,0.013125,0.001830986,8.33E-05,0,0.11264,0.0698125,0.063235294,0.060714286,0.006999772,0.017947354,0.031553398,0.042194093,0.00544,0.017546633,0.186448823,0.046933333,bread plain,0.971222222,60
210,bread rye,0.300997783,0.104556075,0.0345,0.507,0.040480962,0.114661654,0,0.0093125,0,0.000125,0.002342704,0.09568,0.0473,0.049044118,0.036428571,0.013060551,0.025923956,0.023988673,0.058368495,0.006916,0.020787227,0.155934647,0.063733333,bread plain,0.971222222,60
211,bread sticks plain,0.456762749,0.140186916,0.095,0.684,0.012625251,0.056390977,0,0.009125,0,0,0.006760375,0.1632,0.0660125,0.081323529,0.052589286,0.003755975,0.024993353,0.034627832,0.045007032,0.004456,0.019127411,0.180201826,0.046933333,bread plain,0.971222222,45
212,bread stuffing bread,0.312084257,0.082943925,0.06,0.4895,0.052004008,0.057330827,0.001966667,0.012,0.000211268,0,0.005957162,0.08928,0.04525625,0.037573529,0.032678571,0.011011837,0.020606222,0.019822006,0.036568214,0.003052,0.014464116,0.234983181,0.032266667,bread whole,0.7775,60
213,bread stuffing cornbread,0.314855876,0.075350467,0.065,0.493,0.043537074,0.161654135,0.001433333,0.0115,0.000140845,0.000895833,0.002844712,0.13696,0.03825,0.032352941,0.027946429,0.00887776,0.01974209,0.016949838,0.040084388,0.002572,0.011618716,0.144882268,0.026133333,bread plain,0.971222222,116
214,bread wheat,0.302291205,0.133722741,0.0322,0.494533333,0.057882432,0.112155388,0,0.014333333,0,5.56E-05,0.001807229,0.077013333,0.068020833,0.043627451,0.040595238,0.055884361,0.022423114,0.033629989,0.060947023,0.008501333,0.02318474,0.125420471,0.064177778,wheat,0.671229546,116
215,bread wheat bran,0.274944568,0.102803738,0.034,0.478,0.096993988,0.07518797,0,0.022,0,0,0.002141901,0.10304,0.055025,0.042205882,0.035446429,0.012633735,0.029380484,0.024838188,0.113924051,0.013344,0.029244388,0.148966843,0.072,wheat,0.671229546,116
216,bread wheat germ,0.307095344,0.118574766,0.031,0.513,0.039428858,0.041353383,0,0.0109375,0.000985915,0.000104167,0.003614458,0.10304,0.0565375,0.055441176,0.031294643,0.016133622,0.026987503,0.029652104,0.046413502,0.008416,0.023395511,0.138635272,0.065066667,wheat,0.671229546,90
217,bread white,0.310051737,0.098617601,0.038716667,0.518366667,0.024582498,0.036027569,0.000188889,0.007604167,0.000399061,1.39E-05,0.00075859,0.095466667,0.049833333,0.048848039,0.039747024,0.016475074,0.016174776,0.026227077,0.03164557,0.003516,0.016044894,0.096107641,0.035111111,bread plain,0.971222222,65
218,bread whole wheat,0.316241685,0.135280374,0.047175,0.504175,0.045516032,0.131109023,0,0.0265,0,0,0.008182731,0.04176,0.05655,0.033198529,0.029888393,0.015365354,0.047460782,0.024130259,0.120956399,0.017334,0.035844135,0.191494474,0.094266667,bread whole,0.7775,60
219,breadfruit raw,0.114190687,0.0125,0.0023,0.2712,0.110220441,0.092105263,0,0.0125,0,0.012083333,0.000669344,0.00896,0.01125,0.004411765,0.009821429,0.002902345,0.011167243,0.004368932,0.035161744,0.00048,0.004742333,0.002883229,0.0064,carrots canned,1.6,61
220,breakfast bar corn flake crust with fruit,0.417960089,0.051401869,0.075,0.729,0.351703407,0.039473684,0.020266667,0.175,0,0,0.005087015,0.11136,0.16875,0.161764706,0.089285714,0.006999772,0.013294337,0.039320388,0.037974684,0,0.016282011,0.07208073,0.218666667,exotic fruit,2.43,92
221,breakfast bars oats,0.514412417,0.114485981,0.176,0.667,0.275751503,0.058270677,0.000266667,0.04375,0,0.000416667,0.005488621,0.05184,0.021875,0.016176471,0.025,0.010243569,0.047859612,0.025728155,0.142053446,0,0.043787543,0.076886112,0.085333333,cornflakes,2.64,76
222,breakfast tart low fat,0.412416851,0.04661215,0.0599,0.768,0.048797595,0.028195489,0.0095,0.0475,0,0.001583333,0.003547523,0.08512,0.0475,0.080735294,0.025446429,0.007511951,0.009704866,0.027669903,0.061884669,0,0.014701233,0.061989428,0.014933333,pork ham,7.9325,13
223,broccoli chinese,0.024390244,0.013317757,0.0072,0.0381,0.008416834,0.046992481,0.002733333,0.00875,0,0.01175,0.003212851,0.06336,0.0054625,0.021470588,0.008482143,0.017072616,0.008109545,0.004530744,0.025316456,0.002112,0.006481189,0.006246997,0.0208,broccoli,0.669368421,98
224,broccoli cooked,0.038802661,0.027803738,0.0041,0.0718,0.013927856,0.062030075,0.002566667,0.025,0,0.027041667,0.009705489,0.06912,0.0069125,0.018088235,0.005625,0.006829046,0.008109545,0.005420712,0.029535865,0.001552,0.010591211,0.007688611,0.024,broccoli,0.669368421,24
225,broccoli flower clusters,0.031042129,0.034813084,0.0035,0.0524,0,0,0.005,0.019875,0,0.038833333,0,0.04544,0.007975,0.0175,0.005803571,0.008194855,0.005982451,0.007119741,0.035161744,0.001832,0.010433133,0.014416146,0.021333333,broccoli,0.669368421,112
226,broccoli frozen,0.030857354,0.03557243,0.001816667,0.052566667,0.014478958,0.056390977,0.001766667,0.0171875,0,0.019798611,0.008757251,0.03552,0.005758333,0.013088235,0.005133929,0.007540405,0.005051848,0.00535329,0.023441163,0.002194667,0.008351776,0.00792888,0.0176,zucchini frozen,1.35,108
227,broccoli leaves,0.031042129,0.034813084,0.0035,0.0524,0,0,0.026666667,0.019875,0,0.038833333,0,0.04544,0.007975,0.0175,0.005803571,0.008194855,0.005982451,0.007119741,0.035161744,0.001832,0.010433133,0.014416146,0.021333333,broccoli,0.669368421,112
228,broccoli raw,0.037694013,0.032943925,0.0037,0.0664,0.017034068,0.04887218,0.001033333,0.021875,0,0.037166667,0.005220884,0.04032,0.0079875,0.017205882,0.006339286,0.008024129,0.006514225,0.005906149,0.029535865,0.00168,0.010433133,0.012013455,0.021866667,broccoli,0.669368421,24
229,broccoli stalks,0.031042129,0.034813084,0.0035,0.0524,0,0,0.000666667,0.019875,0,0.038833333,0,0.04544,0.007975,0.0175,0.005803571,0.008194855,0.005982451,0.007119741,0.035161744,0.001832,0.010433133,0.014416146,0.021333333,broccoli,0.669368421,112
230,brussels sprouts cooked,0.039911308,0.02978972,0.005,0.071,0.01743487,0.04887218,0.0013,0.02225,0,0.025833333,0.002878179,0.0384,0.0075875,0.011764706,0.009553571,0.006146142,0.011034299,0.009708738,0.028129395,0.001816,0.008852355,0.007208073,0.0176,asparagus,0.96671954,24
231,brussels sprouts frozen,0.046193644,0.043068536,0.003966667,0.081666667,0.013894456,0.07518797,0.001366667,0.0325,0,0.022986111,0.00227577,0.069333333,0.007133333,0.017058824,0.009255952,0.00443888,0.00447576,0.005097087,0.026254102,0.001928,0.009168511,0.004324844,0.014044444,carrots frozen,0.267,24
232,brussels sprouts raw,0.04767184,0.039485981,0.003,0.0895,0.022044088,0.071428571,0.001266667,0.027375,0,0.035416667,0.005890228,0.03904,0.0093125,0.013235294,0.012410714,0.007170499,0.009306036,0.011326861,0.032348805,0.002696,0.010907366,0.007688611,0.0224,turnip,0.35,24
233,buckwheat groats roasted,0.242793792,0.088259346,0.01665,0.47445,0.004509018,0.122180451,0,0.026875,0,0,0.000301205,0.01792,0.03796875,0.022794118,0.011785714,0.002048714,0.051183196,0.013228155,0.191279887,0.008084,0.030746127,0.025468525,0.0808,green bean fresh,0.732427113,114
234,buffalo free range,0.134700665,0.315128505,0.0155,0,0,0,0,0.098375,0.019859155,0,0.001974565,0.00256,0.087125,0.057867647,0.014375,0.000597542,0.020340335,0.025768608,0.034458509,8.80E-05,0.035251344,0.042047093,0.214933333,yogurt lactose free,3.16,100
235,bulgur cooked,0.092017738,0.035981308,0.0024,0.1858,0.001002004,0.084586466,0,0.010375,0,0,6.69E-05,0.01152,0.0125,0.004117647,0.005089286,0.001707262,0.009970752,0.00776699,0.045007032,0.004872,0.006323111,0.002883229,0.0304,mixed fish frozen,1.04,87
236,bulgur dry,0.379157428,0.143574766,0.0133,0.7587,0.004108216,0.234962406,0,0.04275,0,0,0.000401606,0.01728,0.063925,0.016911765,0.020714286,0.005975415,0.044536028,0.019902913,0.230661041,0.024384,0.047423332,0.011052379,0.102933333,millet flour,1.37,42
237,burdock root cooked,0.097560976,0.024415888,0.0014,0.2115,0.035571142,0.033834586,0,0.034875,0,0.001083333,0.003078983,0.0128,0.004,0.008529412,0.003482143,0.008365582,0.01183196,0.006229773,0.054852321,0.00216,0.014701233,0.004324844,0.020266667,carrots frozen,0.267,84
238,burdock root raw,0.079822616,0.017873832,0.0015,0.1734,0.029058116,0.062030075,0,0.03,0,0.00125,0.002543507,0.01472,0.00375,0.004411765,0.000892857,0.006999772,0.010236639,0.006472492,0.053445851,0.001856,0.008061966,0.003363767,0.0176,starchy roots,0.29,87
239,burger king cheeseburger,0.317073171,0.17021028,0.1481,0.2371,0.04498998,0.052631579,0,0.01125,0,8.33E-05,0.000669344,0,0.0425,0.035294118,0.027053571,0.015877532,0.01462377,0.020226537,0.033755274,0.00232,0.022605122,0.117251321,0.128,lettuce,2.694285714,70
240,burger king chicken strips,0.323725055,0.212616822,0.1525,0.2049,0,0.02443609,0.0001,0.05025,0.002112676,0.000458333,0.026305221,0,0.0995,0.020147059,0.008035714,0.00221944,0.009704866,0.005016181,0.037974684,0.002224,0.046000632,0.077366651,0.037333333,chicken boneless,4.239098846,5
241,burger king double cheeseburger,0.312638581,0.19661215,0.1613,0.1743,0.041783567,0,0,0,0,0,0,0,0,0,0,0.020487139,0.012363733,0.018851133,0.032348805,0.00168,0.026557066,0,0.155733333,bread plain,0.971222222,5
242,burger king french fries,0.310421286,0.037733645,0.1248,0.387,0.00511022,0.054511278,0,0.040875,0,0.000916667,0.016398929,0,0.0270375,0.004852941,0.012767857,0.002902345,0.016883807,0.005906149,0.037974684,0.001704,0.018811255,0,0.023466667,bread plain,0.971222222,7
243,burger king french toast sticks,0.38691796,0.070093458,0.1774,0.4121,0.099098196,0.026315789,0,0.006625,0,0,0.005890228,0,0.0321875,0.025735294,0.025357143,0.009048486,0.011300186,0.015533981,0.026722925,0.00312,0.013752766,0.058625661,0.0272,rye,0.41,75
244,burger king hamburger,0.289356984,0.173481308,0.1055,0.2676,0.056112224,0.037593985,0,0.012625,0,8.33E-05,0.000267738,0.05696,0.0493375,0.033382353,0.029821429,0.012975188,0.016086147,0.023220065,0.035161744,0.002616,0.0199178,0.119654012,0.126933333,kangaroo meat,4.1,70
245,burger king hash brown rounds,0.33481153,0.03271028,0.193,0.2937,0.006312625,0.043233083,0,0.023375,0,0.001791667,0.029451138,0,0.02475,0.007794118,0.014553571,0.002560892,0.016883807,0.005744337,0.028129395,0.001408,0.015017389,0.001922153,0.019733333,pork sausages,17.94,107
246,burger king onion rings,0.462305987,0.045093458,0.2523,0.4358,0.054408818,0.05075188,0,0.016625,0,0.000583333,0.032931727,0,0.0084125,0.009264706,0.009821429,0.019633508,0.009970752,0.00631068,0.026722925,0.002736,0.024976288,0.027390678,0.0272,onion,0.239483333,85
247,burger king original chicken sandwich,0.317073171,0.14182243,0.1469,0.2622,0.030260521,0.045112782,0,0.01925,0,8.33E-05,0,0.03072,0.058875,0.023529412,0.025089286,0.007853403,0.01183196,0.014482201,0.032348805,0.003208,0.020233955,0.112445939,0.033066667,turkey,2.075,70
248,burger king premium fish sandwich,0.288248337,0.12021028,0.1245,0.2669,0.035370741,0.016917293,0,0.0045,0,8.33E-05,0,0,0.026125,0.026470588,0.017589286,0.006316868,0.009970752,0.012135922,0.035161744,0.002112,0.018337022,0.116770783,0.026133333,diamond fish,7.560333333,70
249,burger king vanilla shake,0.186252772,0.037266355,0.0874,0.1903,0.116933868,0,0,0.00375,0.005070423,0,0.002141901,0,0.001125,0.026470588,0,0.01775552,0.02525924,0.003398058,0.016877637,0.000488,0.015333544,0.015377222,0.035733333,vanilla,4.3,56
250,burrito bean and cheese,0.245011086,0.082593458,0.063,0.3401,0.032164329,0.063909774,0.000266667,0.010625,0.001126761,0.000125,0.002476573,0.08832,0.031,0.021029412,0.025625,0.00887776,0.017149694,0.020307443,0.043600563,0.003264,0.0184951,0.061028352,0.037866667,cheese,9.288191958,10
251,burrito beef and bean,0.29767184,0.093399533,0.10775,0.34895,0.010320641,0.104323308,0.0004,0.013875,0.000985915,0.000375,0.00478581,0.07552,0.04034375,0.034264706,0.038125,0.006231505,0.029181069,0.024595469,0.047819972,0.004048,0.013357572,0.058385392,0.059466667,beef,19.54409099,7
252,butter light,0.558758315,0.038551402,0.551,0,0,0,0.0155,0.00125,0.001830986,0,0.010575636,0.00064,0.00025,0.010294118,0.000892857,0.008194855,0,0.00881877,0.007032349,0,0.005374644,0.004805382,0.013866667,butter,9.900066667,23
253,butter replacement without fat,0.413525499,0.023364486,0.01,0.89,0.053106212,0,0,0,0,0,0,0,0,0,0,0.003926702,0,0.01618123,0,0,0.001264622,0,0,butter,9.900066667,13
254,butter salted,0.794900222,0.009929907,0.8111,0.0006,0.000601202,0,0.0228,0.000375,0.002394366,0,0.015528782,0.00192,0.000525,0.005,0.000446429,0.004097428,0,0.000161812,0.00281294,0,0.003793867,0.004805382,0.0048,butter,9.900066667,39
255,butter whipped,0.794900222,0.009929907,0.8111,0.0006,0.000601202,0,0.0228,0.000375,0.001830986,0,0.015528782,0.00192,0.000525,0.005,0.000446429,0.004097428,0.002127094,0.001294498,0.00281294,3.20E-05,0.003635789,0.004805382,0.002666667,butter,9.900066667,39
256,butter without salt,0.794900222,0.009929907,0.8111,0.0006,0.000601202,0,0.0228,0.000375,0.002394366,0,0.015528782,0.00192,0.000525,0.005,0.000446429,0.004097428,0.002127094,0.000161812,0.00281294,3.20E-05,0.003793867,0.004805382,0.0048,butter,9.900066667,39
257,cabbage chinese pak choi,0.013673319,0.017990654,0.001733333,0.019133333,0.009485638,0.018796992,0.007188889,0.021916667,0,0.013472222,0.00060241,0.031573333,0.00565,0.009607843,0.003095238,0.016560437,0.002614553,0.00776699,0.019221753,0.001192,0.005005796,0.002082332,0.009422222,broccoli,0.669368421,88
258,cabbage common,0.025498891,0.014836449,0.0006,0.0551,0.027955912,0.035714286,0.000133333,0.014,0,0.015625,0.000937082,0.0192,0.0031,0.005588235,0.005446429,0.008194855,0.002260037,0.001375405,0.021097046,0.00164,0.005216567,0.002883229,0.010666667,cauliflower,0.3188,15
259,cabbage common danish,0.026607539,0.014135514,0.0018,0.0537,0,0.043233083,0.0002,0.011875,0,0.019375,0,0.03648,0.00375,0.004411765,0.004464286,0.008024129,0.003057697,0.004530744,0.021097046,0.001272,0.003635789,0.004324844,0.0096,cauliflower,0.3188,98
260,cabbage cooked,0.025498891,0.014836449,0.0006,0.0551,0.027955912,0.035714286,0.000133333,0.014,0,0.015625,0.000937082,0.0192,0.0031,0.005588235,0.005446429,0.008194855,0.002260037,0.001375405,0.021097046,0.00164,0.005216567,0.002883229,0.010666667,broccoli,0.669368421,15
261,cabbage japanese style,0.033259424,0.018691589,0.001,0.0567,0.013026052,0.058270677,0.0003,0.0125,0,0.000291667,0.000803213,0.02688,0.00225,0.005882353,0,0.008194855,0.003323584,0.003964401,0.016877637,0.001904,0.006797344,0.004805382,0.010666667,lettuce,2.694285714,98
262,cabbage mustard,0.031042129,0.012850467,0.001,0.0563,0.014028056,0.058270677,0.001633333,0.0375,0,0,0.000133869,0.04608,0.009,0.013235294,0.003571429,0.011438652,0.004520074,0.00566343,0.021097046,0.001744,0.0042681,0.004324844,0.016,tomato and basil,1.1465,98
263,cabbage napa,0.013303769,0.012850467,0.0017,0.0223,0,0,0.000433333,0.004625,0,0.001333333,0,0.02752,0.005825,0.003676471,0.000446429,0.004951059,0.012762563,0.005987055,0.011251758,0.001624,0.003003478,0.001922153,0.007466667,carrot,0.228875,48
264,cabbage raw,0.027716186,0.014953271,0.001,0.058,0.032064128,0.046992481,0.000166667,0.0155,0,0.01525,0.001004016,0.02752,0.002925,0.005882353,0.005446429,0.006829046,0.002525924,0.003802589,0.016877637,0.00128,0.004110022,0.001441615,0.0096,carrot,0.228875,15
265,cabbage red,0.032889874,0.01732866,0.001133333,0.070833333,0.03496994,0.045739348,0.000666667,0.027458333,0,0.014194444,0.000780901,0.01408,0.004925,0.009264706,0.006130952,0.007341225,0.005539307,0.005717368,0.023441163,0.001837333,0.005058489,0.008329329,0.0128,wine red,1.020266667,118
266,cabbage savoy,0.027716186,0.021806854,0.000933333,0.0564,0.00758183,0.054511278,0.001533333,0.020583333,0,0.009027778,0.000379295,0.036693333,0.00145,0.003431373,0.005119048,0.005406328,0.0073562,0.003128371,0.035630567,0.001290667,0.0056908,0.003684126,0.012977778,cauliflower,0.3188,98
267,cake angelfood,0.285476718,0.070093458,0.0055,0.5825,0.152855711,0.015977444,0,0.0023125,0.000633803,0,3.35E-05,0.02752,0.0065875,0.050955882,0.008660714,0.019121329,0.009704866,0.003033981,0.014064698,0.000592,0.043945621,0.054300817,0.005333333,simple cookies,1.496333333,110
268,cake boston cream pie,0.279379157,0.028037383,0.085,0.429,0.361823647,0.026315789,0.0008,0.00325,0.002253521,8.33E-05,0.001004016,0.01152,0.0023875,0.039705882,0.036428571,0.003926702,0.005583621,0.003074434,0.008438819,0.0004,0.007745811,0.019702066,0.008533333,hazelnut cream,2.71,82
269,cake carrot,0.460088692,0.059579439,0.098,0.792,0,0,0.003233333,0.009875,0.00056338,0.0005,0,0.06656,0.0275625,0.025,0.023660714,0.029364899,0.006647168,0.014563107,0.011251758,0.004224,0.03904521,0.071600192,0.010666667,banana,0.81292,13
